4426;Shooter Air Courier;\N;NULL;SHR;SHOOTER;Canada;N
4427;Shura Air Transport Services;\N;NULL;SHS;SHURA AIR;Ethiopia;N
4428;Sakhalinskie Aviatrassy (SAT);\N;NULL;SHU;SATAIR;Russia;N
4429;SATA Air Acores;\N;SP;SAT;SATA;Portugal;Y
4430;Scorpio Aviation;\N;8S;NULL;NULL;NULL;N
4431;Shavano Air;\N;NULL;SHV;SHAVANO;United States;N
4432;Shawnee Airline;\N;NULL;SHW;SHAWNEE;United States;N
4433;Slim Aviation Services;\N;NULL;SHX;SLIM AIR;Nigeria;N
4434;Sky Airlines;\N;NULL;SHY;ANTALYA BIRD;Turkey;N
4435;Singapore Airlines;\N;SQ;SIA;SINGAPORE;Singapore;Y
4436;Sibaviatrans;\N;5M;SIB;SIBAVIA;Russia;Y
4437;Sierra Express;\N;NULL;SIE;SEREX;United States;N
4438;Skynet Airlines;\N;SI;SIH;BLUEJET;Ireland;Y
4439;Seco International;\N;NULL;SIJ;NULL;Japan;N
4440;Servicios Aeronauticos Integrales;\N;NULL;SIL;SERVICIOS INTEGRALES;Mexico;N
4441;Star Air;\N;NULL;SIM;NULL;Sierra Leone;N
4442;Sirio;\N;NULL;SIO;SIRIO;Italy;N
4443;Salair;\N;NULL;SIR;SALAIR;United States;N
4444;Saber Airlines;\N;NULL;SIS;NULL;Egypt;N
4445;SITA;\N;XS;SIT;NULL;Belgium;N
4446;Slovenian Armed Forces;\N;NULL;SIV;SLOVENIAN;Slovenia;N
4447;Sirio Executive;\N;NULL;SIW;SIRIO EXECUTIVE;Italy;N
4448;Servicios Aereos Especiales De Jalisco;\N;NULL;SJA;SERVICIOJAL;Mexico;N
4449;Servicios Ejecutivos Continental;\N;NULL;SJC;SERVIEJECUTIVO;Mexico;N
4450;Sunair 2001;\N;NULL;SJE;SUNBIZ;South Africa;N
4451;Spirit Aviation;\N;NULL;SJJ;SPIRIT JET;United States;N
4452;Servicios Especiales Del Pacifico Jalisco;\N;NULL;SJL;SERVICIOS JALISCO;Mexico;N
4453;Swiss Jet;\N;NULL;SJT;SWISS JET;Switzerland;N
4454;Sriwijaya Air;\N;SJ;SJY;SRIWIJAYA;Indonesia;Y
4455;Sama Airlines;\N;ZS;SMY;NAJIM;Saudi Arabia;Y
4456;Southern Jersey Airways;\N;NULL;ALC; Inc.;ACOM;N
4457;SPASA;\N;NULL;SPS;SALDUERO;Spain;N
4458;Speed Aviation;\N;NULL;SPT;SPEED AVIATION;Bangladesh;N
4459;Southeast Airmotive;\N;NULL;SPU;SPUTTER;United States;N
4460;Servicios Privados De Aviacion;\N;NULL;SPV;SERVICIOS PRIVADOS;Mexico;N
4461;Speedwings;\N;NULL;SPW;SPEEDWING;Switzerland;N
4462;Service People Gesselschaft fur Charter und Service;\N;NULL;SPX;NULL;Germany;N
4463;Slovak National Aeroclub;\N;NULL;SQA;SLOVAK AEROCLUB;Slovakia;N
4464;Singapore Airlines Cargo;\N;SQ;SQC;SINGCARGO;Singapore;Y
4465;Slovak Air Force;\N;NULL;SQF;SLOVAK AIRFORCE;Slovakia;N
4466;Servicos De Alquiler;\N;NULL;SQL;ALQUILER;Mexico;N
4467;Sair Aviation;\N;NULL;SRA;SAIR;Canada;N
4468;Searca;\N;NULL;SRC;SEARCA;Colombia;N
4469;Siem Reap Airways;\N;FT;SRH;SIEMREAP AIR;Cambodia;Y
4470;Sky Work Airlines;SkyWork;SX;SRK;SKYFOX;Switzerland;N
4471;Swedline Express;\N;SM;SRL;Starline;Sweden;N
4472;Servicios Aeronauticos Aero Personal;\N;NULL;SRL;SERVICIOS PERSONAL;Mexico;N
4473;Sirair;\N;NULL;SRN;SIRAIR;Russia;N
4474;Servicios Aereos Ejecutivos Saereo;\N;NULL;SRO;SAEREO;Ecuador;N
4475;South East Asian Airlines;\N;DG;SRQ;SEAIR;Philippines;Y
4476;Star Air;\N;NULL;SRR;WHITESTAR;Denmark;N
4477;Selkirk Remote Sensing;\N;NULL;SRS;PHOTO CHARLIE;Canada;N
4478;Star Up;\N;NULL;SRU;STAR-UP;Peru;N
4479;Sarit Airlines;\N;NULL;SRW;SARIA;Sudan;N
4480;Sierra Expressway Airlines;\N;NULL;SRX;SIERRA EX;United States;N
4481;Strato Air Services;\N;NULL;SRZ;STRATO;South Africa;N
4482;Sasair;\N;NULL;SSB;SASIR;Canada;N
4483;Southern Seaplane;\N;NULL;SSC;SOUTHERN SKIES;United States;N
4484;Star Service International;\N;NULL;SSD;STAR SERVICE;France;N
4485;Servicios Aereos Sunset;\N;NULL;SSE;SUNSET;Mexico;N
4486;Severstal;\N;NULL;SSF;SEVERSTAL;Russia;N
4487;Slovak Government Flying Service;\N;NULL;SSG;SLOVAK GOVERNMENT;Slovakia;N
4488;SwedJet Airways;\N;VD;BBB;BLACKBIRD;Sweden;N
4489;Skystar International;\N;NULL;SSK;SKYSTAR;United States;N
4490;Special Scope Limited;\N;NULL;SSO;DOPE;United Kingdom;N
4491;Starspeed;\N;NULL;SSP;STARSPEED;United Kingdom;N
4492;Sunstate Airlines;\N;NULL;SSQ;SUNSTATE;Australia;N
4493;SAESA;\N;NULL;SSS;SAESA;Spain;N
4494;Sunwest Airlines;\N;NULL;SST;SUNFLIGHT;Canada;N
4495;SASCA;\N;NULL;SSU;SASCA;Venezuela;N
4496;Skyservice Airlines;\N;5G;SSV;SKYTOUR;Canada;Y
4497;Streamline Aviation;\N;NULL;SSW;STREAMLINE;United Kingdom;N
4498;Sky Aviation;\N;NULL;SSY;SIERRA SKY;Sierra Leone;N
4499;Specsavers Aviation;\N;NULL;SSZ;SPECSAVERS;United Kingdom;N
4500;Star Aviation;\N;NULL;STA;STAR;United Kingdom;N
4501;Status-Alpha Airline;\N;NULL;STB;STATUS-ALPHA;Ukraine;N
4502;Stadium City Limited;\N;NULL;STC;STADIUM;United Kingdom;N
4503;Servicios De Aerotransportacion De Aguascalientes;\N;NULL;STD;AERO AGUASCALINETES;Mexico;N
4504;Semitool Europe;\N;NULL;STE;SEMITRANS;United Kingdom;N
4505;SFT-Sudanese Flight;\N;NULL;STF;NULL;Sudan;N
4506;Sedalia;\N;NULL;STG; Marshall; Boonville Stage Line;N
4507;South-Airlines;\N;NULL;STH;NULL;Armenia;N
4508;Sontair;\N;NULL;STI;SONTAIR;Canada;N
4509;Sella Aviation;\N;NULL;STJ;STELLAVIA;Netherlands;N
4510;Stapleford Flight Centre;\N;NULL;STL;STAPLEFORD;United Kingdom;N
4511;Streamline Ops;\N;NULL;STO;SLOPS;Russia;N
4512;Star Air;\N;NULL;STQ;STERA;Indonesia;N
4513;Servicios de Transportes A;\N;FS;STU;FUEGUINO;Argentina;Y
4514;Star African Air;\N;NULL;STU;STARSOM;Somali Republic;N
4515;Southern Aviation;\N;NULL;STV;SOUTHERN AVIATION;Ghana;N
4516;South West Air Corporation;\N;NULL;STW;SIERRA WHISKEY;Philippines;N
4517;Stars Away Aviation;\N;NULL;STX;STARSAWAY;South Africa;N
4518;Styrian Airways;\N;NULL;STY;STYRIAN;Austria;N
4519;Silesia Air;\N;NULL;SUA;AIR SILESIA;Czech Republic;N
4520;Suburban Air Freight;\N;NULL;SUB;SUB AIR;United States;N
4521;Sudan Airways;\N;SD;SUD;SUDANAIR;Sudan;Y
4522;Sun Air (Fiji);\N;PI;SUF;SUNFLOWER;Fiji;N
4523;Sunu Air;\N;NULL;SUG;SUNU AIR;Senegal;N
4524;Sun Light;\N;NULL;SUH;LIGHT AIR;Kyrgyzstan;N
4525;Swiss Air Force;\N;NULL;SUI;SWISS AIR FORCE;Switzerland;N
4526;Superior Aviation Services;\N;NULL;SUK;SKYCARGO;Kenya;N
4527;State Unitary Air Enterprise;\N;NULL;SUM;SUMES;Russia;N
4528;Sun Air;\N;NULL;SUR;NULL;Egypt;N
4529;Sun Air of Scandinavia;\N;EZ;SUS;SUNSCAN;Denmark;N
4530;Sistemas Aeronauuticos 2000;\N;NULL;SUT;SISTEMAS AERONAUTICOS;Mexico;N
4531;Star West Aviation;\N;NULL;SUU;SUNSTAR;United States;N
4532;Sundance Air;\N;NULL;SUV;DANCEAIR;Venezuela;N
4533;Saudi Arabian Airlines;\N;SV;SVA;SAUDIA;Saudi Arabia;Y
4534;St. Vincent Grenadines Air (1990);\N;NULL;SVD;GRENADINES;Saint Vincent and the Grenadines;N
4535;Swedish Armed Forces;\N;NULL;SVF;SWEDEFORCE;Sweden;N
4536;Sahel Airlines;\N;NULL;AWJ;SAHEL AIRLINES;Niger;N
4537;Sterling Helicopters;\N;NULL;SVH;SILVER;United Kingdom;N
4538;Servicios De Transporte Aereo;\N;NULL;SVI;SETRA;Mexico;N
4539;Sabre Pacific;\N;NULL;APD;NULL;Australia;N
4540;Silver Air;\N;NULL;SVJ;NULL;Djibouti;N
4541;Sevastopol-Avia;\N;NULL;SVL;SEVAVIA;Ukraine;N
4542;Savanair (Angola);\N;NULL;SVN;SAVANAIR;Angola;N
4543;Servicios Aeronauticos De Oriente;\N;NULL;SVO;SERVIORIENTE;Mexico;N
4544;Servicios Aereos Saar;\N;NULL;SVS;AEREOS SAAR;Mexico;N
4545;Seven Four Eight Air Services;\N;NULL;SVT;SIERRA SERVICES;Luxembourg;N
4546;Security Aviation;\N;NULL;SVX;SECURITY AIR;United States;N
4547;Southwest Airlines;\N;WN;SWA;SOUTHWEST;United States;Y
4548;Swissboogie Parapro;\N;NULL;SWB;SWISSBOOGIE;Switzerland;N
4549;South West Air;\N;NULL;SWC;SAINT CLAIR;Canada;N
4550;Southern Winds Airlines;\N;A4;SWD;SOUTHERN WINDS;Argentina;Y
4551;Swedeways;\N;NULL;SWE;SWEDELINE;Sweden;N
4552;Spurling Aviation;\N;NULL;ASL;AIR SEATTLE;United States;N
4553;Sunwing Airlines;\N;WG;SWG;SUNWING;Canada;N
4554;Sunworld Airlines;\N;NULL;SWI;SUNWORLD;United States;N
4555;Stateswest Airlines;\N;NULL;SWJ;STATES;United States;N
4556;Surninam International Victory Airline;\N;NULL;SWO;SIVA;Suriname;N
4557;Star Work Sky;\N;NULL;SWP;STAR WORK;Italy;N
4558;Swift Air (Interstate Equipment Leasing);\N;NULL;SWQ;SWIFTFLIGHT;United States;N
4559;Swiss International Air Lines;Swiss Airlines;LX;SWR;SWISS;Switzerland;Y
4560;Swissair;\N;SR;SWR;Swissair;Switzerland;Y
4561;Sunwest Aviation (Lindquist Investment);\N;NULL;SWS;SUNNY WEST;United States;N
4562;Swiftair;\N;NULL;SWT;SWIFT;Spain;N
4563;Swiss European Air Lines;Swiss European;NULL;SWU;EUROSWISS;Switzerland;Y
4564;Swe Fly;\N;WV;SWV;FLYING SWEDE;Sweden;Y
4565;Shovkoviy Shlyah;\N;S8;SWW;WAY AERO;Ukraine;N
4566;Swazi Express Airways;\N;NULL;SWX;SWAZI EXPRESS;Swaziland;N
4567;Sky Jet;\N;NULL;SWY;SWISSLINK;Switzerland;N
4568;Servair;\N;NULL;SWZ; Private Charter;SWISSBIRD;N
4569;Southern Cross Aviation;\N;NULL;SXA;FERRY;United States;N
4570;Sky Exec Aviation Services;\N;NULL;SXC;SKY EXEC;Nigeria;N
4571;Southeast Express Airlines;\N;NULL;SXE;DOGWOOD EXPRESS;United States;N
4572;Servicios Aereos Sepecializados Mexicanos;\N;NULL;SXM;SERVIMEX;Mexico;N
4573;SunExpress;\N;XQ;SXS;SUNEXPRESS;Turkey;Y
4574;Servicios De Taxi Aereo;\N;NULL;SXT;SERTA;Mexico;N
4575;Satellite Aero;\N;NULL;SXX;SATELLITE EXPRESS;United States;N
4576;Safari Express Cargo;\N;NULL;SXY;SAFARI EXPRESS;Kenya;N
4577;Skyways;\N;NULL;SYA;LINEAS CARDINAL;Argentina;N
4578;Systec 2000;\N;NULL;SYC;SYSTEC;United States;N
4579;Sheba Aviation;\N;NULL;SYE;NULL;Yemen;N
4580;Sky One Express Airlines;\N;NULL;SYF;SKY FIRST;United States;N
4581;Synergy Aviation;\N;NULL;SYG;SYNERGY;United Kingdom;N
4582;Sonalysts;\N;NULL;SYI;NULL;United States;N
4583;Slate Falls Airways;\N;NULL;SYJ;NULL;Canada;N
4584;Satsair;\N;NULL;SYK;AEROCAB;United States;N
4585;Syncrude Canada;\N;NULL;SYN;SYNCRUDE;Canada;N
4586;Syrian Arab Airlines;\N;RB;SYR;SYRIANAIR;Syrian Arab Republic;Y
4587;Shawbury Flying Training Unit;\N;NULL;SYS;SHAWBURY;United Kingdom;N
4588;Special Aviation Systems;\N;NULL;SYV;SPECIAL SYSTEM;United States;N
4589;Skywalk Airlines;\N;AL;SYX;SKYWAY-EX;United States;Y
4590;Silk Way Airlines;\N;ZP;AZQ;SILK LINE;Azerbaijan;N
4591;South African Historic Flight;\N;NULL;SYY;SKY COACH;South Africa;N
4592;Servicios Aeronauticos Z;\N;NULL;SZT;AERO ZEE;Mexico;N
4593;Specavia Air Company;\N;NULL;BHV;AVIASPEC;Russia;N
4594;Starair;\N;NULL;BLY;BLARNEY;Ireland;N
4595;Sundance Air;\N;NULL;BNC;BARNACLE AIR;United States;N
4596;Samara Airlines;\N;E5;BRZ;BERYOZA;Russia;N
4597;Spark+ Joint-Stock Company;\N;NULL;BVV;SPARK;Russia;N
4598;Swedish Civil Aviation Administration;\N;NULL;CBN;CALIBRATION;Sweden;N
4599;Shandong Airlines;\N;SC;CDG;SHANDONG;China;Y
4600;Spectrem Air;\N;NULL;CDS;SPECDAS;South Africa;N
4601;Servicios Aereos Centrales;\N;NULL;CEE;CENTRA AEREOS;Mexico;N
4602;Swedish Airlines;\N;NULL;CFL;SWEDISH;Sweden;N
4603;Seagle Air;\N;NULL;CGL;SEAGLE;Slovakia;N
4604;Sirius-Aero;\N;NULL;CIG;SIRIUS AERO;Russia;N
4605;Sunwest Home Aviation;\N;NULL;CNK;CHINOOK;Canada;N
4606;SAS Braathens;\N;NULL;CNO;SCANOR;Norway;Y
4607;Spring Airlines;\N;9S;CQH;AIR SPRING;China;Y
4608;Sichuan Airlines;\N;3U;CSC;SI CHUAN;China;Y
4609;Shanghai Airlines;\N;FM;CSH;SHANGHAI AIR;China;Y
4610;Shuangyang General Aviation;\N;NULL;CSY;SHUANGYANG;China;N
4611;Shenzhen Airlines;\N;ZH;CSZ;SHENZHEN AIR;China;Y
4612;Shanxi Airlines;\N;8C;CXI;SHANXI;China;N
4613;Sioux Falls Aviation;\N;NULL;DKT;DAKOTA;United States;N
4614;Servicios Aereos Elite;\N;NULL;DKY;DAKOY;Spain;N
4615;Servicios Aereos Denim;\N;NULL;DNI;AERO DENIM;Mexico;N
4616;Swiss Eagle;\N;NULL;EAB;SWISS EAGLE;Switzerland;N
4617;Skypower Express Airways;\N;NULL;EAN;NIGERIA EXPRESS;Nigeria;N
4618;Scenic Air;\N;NULL;ENR;NULL;Namibia;N
4619;Sun D'Or;\N;7L;ERO;ECHO ROMEO;Israel;Y
4620;SkyEurope;\N;NE;ESK;RELAX;Slovakia;Y
4621;Sunshine Express Airlines;\N;CQ;EXL;NULL;Australia;N
4622;South African Express;\N;NULL;EXY;EXPRESSWAYS;South Africa;N
4623;Stuttgarter Flugdienst;\N;NULL;FFD;FIRST FLIGHT;Germany;N
4624;Shalom Air Services;\N;NULL;FFH;PEACE AIR;Nigeria;N
4625;Silverjet;\N;NULL;FJE;ENVOY;United Kingdom;N
4626;Sky Bus;\N;NULL;FLH;MILE HIGH;United States;N
4627;South Coast Aviation;\N;NULL;GAD;SOUTHCOAST;United Kingdom;N
4628;Servicios Aereos Gadel;\N;NULL;GDE;GADEL;Mexico;N
4629;S.P. Aviation;\N;NULL;GDG;GOLDEN GATE;United States;N
4630;Seba Airlines;\N;NULL;GIK;SEBA;Guinea;N
4631;Servicios Aereos Gana;\N;NULL;GNA;SERVIGANA;Mexico;N
4632;Sky Wings Airlines;\N;NULL;GSW;NULL;Greece;N
4633;Star XL German Airlines;\N;NULL;GXL;STARDUST;Germany;N
4634;Skyhaul;\N;NULL;HAU;SKYHAUL;Japan;N
4635;Starship;\N;NULL;HIP;STARSA;Mexico;N
4636;Servicios Ejecutivos Gosa;\N;NULL;HJE;GOSA;Mexico;N
4637;Superior Aviation;\N;SO;HKA;SPEND AIR;United States;N
4638;Samaritan Air Service;\N;NULL;HLO;HALO;Canada;N
4639;Skyraidybos Mokymo Centras;\N;NULL;HRI;HELIRIM;Lithuania;N
4640;Sky Europe Airlines;\N;NULL;HSK;MATRA;Slovakia;Y
4641;Svenska Direktflyg;\N;NULL;HSV;HIGHSWEDE;Sweden;N
4642;Sky Helicopteros;\N;NULL;HSY;HELISKY;Spain;N
4643;Skytaxi;\N;NULL;IGA;IGUANA;Poland;N
4644;Silvair;\N;NULL;IJS;NULL;United States;N
4645;Servicios Aereos Ilsa;\N;NULL;ILS;SERVICIOS ILSA;Mexico;N
4646;Sincom-Avia;\N;NULL;INK;SINCOM AVIA;Ukraine;N
4647;Safat Airlines;\N;NULL;IRV;SAFAT AIR;Iran;N
4648;Saha Airlines Services;\N;NULL;IRZ;SAHA;Iran;N
4649;Sunline Express;\N;NULL;JAM;SUNTRACK;Kenya;N
4650;Secure Air Charter;\N;NULL;JCM;SECUREAIR;United States;N
4651;Sark International Airways;\N;NULL;JIM;SARK;United Kingdom;N
4652;Spanair;\N;JK;JKK;SPANAIR;Spain;Y
4653;Salem;\N;NULL;KKS;KOKSHE;Kazakhstan;N
4654;Servicios Aereos Copters;\N;NULL;KOP;COPTERS;Chile;N
4655;Servicios Aereos Expecializados En Transportes Petroleros;\N;NULL;KSP;SAEP;Colombia;N
4656;Skybridge Airops;\N;NULL;KYB;SKY AIROPS;Italy;N
4657;Sky Aeronautical Services;\N;NULL;KYR;SKY AERONAUTICAL;Mexico;N
4658;Servicios Aereos Ejecutivos De La Laguna;\N;NULL;LGU;LAGUNA;Mexico;N
4659;Servico Leo Lopex;\N;NULL;LLA;LEO LOPOZ;Mexico;N
4660;Servicios Aereos Estrella;\N;NULL;LLS;SERVIESTRELLA;Mexico;N
4661;South African Air Force;\N;NULL;LMG;SOUTH AFRICAN;South Africa;N
4662;Sky Limo Corporation;\N;NULL;LMO;SKY LIMO;United States;N
4663;SANSA;\N;NULL;LRS;NULL;Costa Rica;N
4664;Spectrum Aviation Incorporated;\N;NULL;LSP;AIR TONY;United Kingdom;N
4665;SOS Helikoptern Gotland;\N;NULL;MCG;MEDICOPTER;Sweden;N
4666;Sundt Air;\N;NULL;MDT;MIDNIGHT;Norway;N
4667;Servicios Aereos Milenio;\N;NULL;MLO;MILENIO;Mexico;N
4668;SAAD (A320) Limited;\N;NULL;MMS;MUSAAD AIR;Cayman Islands;N
4669;Servicios Aereos Moritani;\N;NULL;MRI;MORITANI;Mexico;N
4670;San Juan Airlines;\N;2G;MRR;MARINER;United States;N
4671;Servico Aereo Regional;\N;NULL;MSG;SAR-REGIONAL;Mozambique;N
4672;Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica;\N;NULL;MSP;SEGURIDAD;Costa Rica;N
4673;Servicios Aereos MTT;\N;NULL;MTG;NULL;Mexico;N
4674;Sabre Pacific;\N;1Z;NULL;NULL;Australia;N
4675;Sabre;\N;1S;NULL;NULL;United States;N
4676;Sierra Nevada Airlines;\N;1I;NULL;NULL;United States;N
4677;Siren-Travel;\N;1H;NULL;NULL;Russia;N
4678;Sirena;\N;1Q;NULL;NULL;Russia;N
4679;Sky Trek International Airlines;\N;1I;NULL;NULL;NULL;N
4680;Southern Cross Distribution;\N;1K;NULL;NULL;Australia;N
4681;Sutra;\N;1K;NULL;NULL;United States;N
4682;SNCF;\N;2C;NULL;NULL;France;N
4683;Star Equatorial Airlines;\N;2S;NULL;NULL;Guinea;N
4684;Seulawah Nad Air;\N;NULL;NAD;SEULAWAH;Indonesia;N
4685;Servicios Aereos del Nazas SA de CV;\N;NULL;NAZ;NAZAS;Mexico;N
4686;Simpson Air Ltd;\N;NULL;NCS;COMMUTER-CANADA;Canada;N
4687;Spirit Airlines;\N;NK;NKS;SPIRIT WINGS;United States;Y
4688;Servicios Aereos Latinoamericanos;\N;NULL;NON;SERVICIOS LATINO;Mexico;N
4689;Servicios Aereos Monarrez;\N;NULL;NRZ;MONARREZ;Mexico;N
4690;Societe De Transport Aerien De Mauritanie;\N;NULL;NSC;TRANS-SOCIETE;Mauritania;N
4691;SATENA;\N;9R;NSE;SATENA;Colombia;Y
4692;Servicios Aereos Del Norte;\N;NULL;NTB;SERVINORTE;Mexico;N
4693;Servicios Intergrales De Aviacion;\N;NULL;NTG;INTERGRALES;Mexico;N
4694;Slok Air Gambia;\N;S0;OKS;SLOK GAMBIA;Gambia;N
4695;Soko Aviation;\N;NULL;OKT;SOKO AIR;Spain;N
4696;Solar Cargo;\N;NULL;OLC;SOLARCARGO;Venezuela;N
4697;Soloflight;\N;NULL;OLO;SOLO;United Kingdom;N
4698;Sonnig SA;\N;NULL;ONG;SONNIG;Switzerland;N
4699;Sosoliso Airlines;\N;SO;OSL;SOSOLISO;Nigeria;N
4700;Servicios Aereos Noticiosos;\N;NULL;OSS;NOTICIOSOS;Mexico;N
4701;South Airlines;\N;NULL;OTL;SOUTHLINE;Ukraine;N
4702;Skywest Airlines;\N;NULL;OZW;OZWEST;Australia;Y
4703;Sokol;\N;NULL;PIV;AEROSOKOL;Russia;N
4704;South Carolina Aeronautics Commission;\N;NULL;PLT;PALMETTO;United States;N
4705;Servicios Aereos Premier;\N;NULL;PMR;SERVICIOS PREMIER;Mexico;N
4706;Survey Udara (Penas);\N;NULL;PNS;PENAS;Indonesia;N
4707;Servicios Aereos Poblanos;\N;NULL;POB;POBLANOS;Mexico;N
4708;Servicios Aereos Profesionales;\N;NULL;PSV;PROSERVICIOS;Dominican Republic;N
4709;Southeastern Airways;\N;NULL;PTM;POSTMAN;United States;N
4710;Spurwing Airlines;\N;NULL;PUR;SPURWING;South Africa;N
4711;Sky Trek International Airlines;\N;1I;PZR;PHAZER;United States;N
4712;Shandong Airlines Rainbow Jet;\N;NULL;RBW;CAI HONG;China;N
4713;SA Airlink Regional;\N;NULL;REJ;REGIONAL LINK;South Africa;N
4714;Servicio Aereo Regional Regair;\N;NULL;RER;REGAIR;Ecuador;N
4715;Scoala Superioara De Aviatie Civila;\N;NULL;RFT;ROMANIAN ACADEMY;Romania;N
4716;Servicios Aereos Regiomontanos;\N;NULL;RGC;REGIOMONTANO;Mexico;N
4717;S-Air;\N;NULL;RLS;S-AIRLINES;Russia;N
4718;Servicios De Rampa Y Mostrador;\N;NULL;RMP;SERAMSA;Mexico;N
4719;SNAS Aviation;\N;NULL;RSE;RED SEA;Saudi Arabia;N
4720;Skybus Airlines;\N;SX;SKB;SKYBUS;United States;N
4721;Skymaster Air Lines;\N;NULL;SKC;SKYMASTER AIR;United States;N
4722;Sky Harbor Air Service;\N;NULL;SKD;SKY DAWG;United States;N
4723;Sky Tours;\N;NULL;SKE;SKYISLE;United States;N
4724;Sakaviaservice;\N;NULL;AZG;SAKSERVICE;Georgia;N
4725;Skycraft;\N;NULL;SKF;SKYCRAFT;United States;N
4726;Skycraft Air Transport;\N;NULL;SKG;SKYCRAFT-CANADA;Canada;N
4727;Skyking;\N;NULL;SKI;SKYKING;United Kingdom;N
4728;SkyKing Turks and Caicos Airways;\N;RU;SKI;SKYKING;Turks and Caicos Islands;N
4729;Skylink Aviation;\N;NULL;SKK;SKYLINK;Canada;N
4730;Skycharter (Malton);\N;NULL;SKL;SKYCHARTER;Canada;N
4731;Skyline Aviation Services;\N;NULL;SKN;SKYLINER;United States;N
4732;Scottish Airways Flyers;\N;NULL;SKO;SKYWORK;United Kingdom;N
4733;Skyscapes Air Charters;\N;NULL;SKR;SKYSCAPES;South Africa;N
4734;Sky Service;\N;NULL;SKS;SKY SERVICE;Belgium;N
4735;Santa Barbara Airlines;\N;S3;BBR;SANTA BARBARA;Venezuela;Y
4736;Skystar Airways;\N;NULL;SKT;SKY YOU;Thailand;N
4737;Sky Airline;\N;H2;SKU;AEROSKY;Chile;Y
4738;SkyWest;\N;OO;SKW;SKYWEST;United States;Y
4739;Skyways Express;\N;JZ;SKX;SKY EXPRESS;Sweden;Y
4740;Skymark Airlines;\N;BC;SKY;SKYMARK;Japan;Y
4741;Skyway Enterprises;\N;NULL;SKZ;SKYWAY-INC;United States;N
4742;Sierra National Airlines;\N;LJ;SLA;SELAIR;Sierra Leone;N
4743;Slok Air;\N;NULL;SLB;SLOK AIR;Nigeria;N
4744;Silver Air;\N;NULL;SLD;SILVERLINE;Czech Republic;N
4745;Streamline;\N;NULL;SLE;SLIPSTREAM;South Africa;N
4746;Starfly;\N;NULL;SLF;ELISTARFLY;Italy;N
4747;Saskatchewan Government;\N;NULL;SLG;LIFEGUARD;Canada;N
4748;Silverhawk Aviation;\N;NULL;SLH;SILVERHAWK;United States;N
4749;Servicios Aereos de Los Angeles;\N;NULL;AGE;AEROANGEL;Mexico;N
4750;SilkAir;\N;MI;SLK;SILKAIR;Singapore;Y
4751;Slovak Airlines;\N;6Q;SLL;SLOV LINE;Slovakia;N
4752;Surinam Airways;\N;PY;SLM;SURINAM;Suriname;Y
4753;Sloane Aviation;\N;NULL;SLN;SLOANE;United Kingdom;N
4754;Salpa Aviation;\N;NULL;SLP;SALPA;Sudan;N
4755;Servicios Aereos Slainte;\N;NULL;SLS;SERVICIOS SLAINTE;Mexico;N
4756;Stella Aviation;\N;NULL;SLV;AVISTELLA;Mauritania;N
4757;Salama Airlines Nigeria;\N;NULL;SLW;SALMA AIR;Nigeria;N
4758;Sete Linhas Aereas;\N;NULL;SLX;SETE;Brazil;N
4759;Sky Line for Air Services;\N;NULL;SLY;SKYCO;Sudan;N
4760;Super Luza;\N;NULL;SLZ;LUZA;Angola;N
4761;SMA Airlines;\N;NULL;SMA;SESAME;Nigeria;N
4762;Sabang Merauke Raya Air Charter;\N;NULL;SMC;SAMER;Indonesia;N
4763;Servicios Aereos La Marquesa;\N;NULL;SMD;SERVICIOS MARQUESA;Mexico;N
4764;Servant Air;\N;8D;NULL;NULL;United States;N
4765;Semos;\N;NULL;SME;SEMICH;Kazakhstan;N
4766;Smalandsflyg;\N;NULL;SMF;GORDON;Sweden;N
4767;Smithair;\N;NULL;SMH;SMITHAIR;United States;N
4768;Semeyavia;\N;NULL;SMK;ERTIS;Kazakhstan;N
4769;Smith Air (1976);\N;NULL;SML;SMITH AIR;Canada;N
4770;Summit Airlines;\N;NULL;SMM;SUMMIT-AIR;United States;N
4771;Samar Air;\N;NULL;SMQ;SAMAR AIR;Tajikistan;N
4772;Somon Air;\N;NULL;SMR;SOMON AIR;Tajikistan;N
4773;Skyline;\N;NULL;SMT;SKYLIMIT;Nigeria;N
4774;Servicios Aerecs Del Sol;\N;NULL;AOS; S.A. de C.V.;AEROSOL;N
4775;Senator Aviation Charter;\N;NULL;SNA;SENATOR;Germany;N
4776;Sterling Airlines;\N;NB;SNB;STERLING;Denmark;Y
4777;Servicios Aereos De Nicaragua (SANSA);\N;NULL;SNE;SANSA;Nicaragua;N
4778;Shans Air;\N;NULL;SNF;SHANS AIR;Russia;N
4779;Senair Services;\N;NULL;SNH;SENSERVICE;Senegal;N
4780;Savanah Airlines;\N;NULL;SNI;SAVANAHLINE;Nigeria;N
4781;Skynet Asia Airways;\N;6J;SNJ;NEWSKY;Japan;Y
4782;Southeast Airlines (Sun Jet International);\N;NULL;SNK;SUN KING;United States;N
4783;Soonair Lines;\N;NULL;SNL;SOONAIR;United States;N
4784;Servizi Aerei;\N;NULL;SNM;SERVIZI AEREI;Italy;N
4785;Sun Pacific International;\N;NULL;SNP;SUN PACIFIC;United States;N
4786;Sun Quest Executive Air Charter;\N;NULL;SNQ;EXECU-QUEST;United States;N
