1137;Aliparma;\N;NULL;PAJ;ALIPARMA;Italy;N
1138;Air Parabet;\N;NULL;PBT;PARABET;Bangladesh;N
1139;Air Burundi;\N;8Y;PBU;AIR-BURUNDI;Burundi;N
1140;Aeropostal Cargo de Mexico;\N;NULL;PCG;POSTAL CARGO;Mexico;N
1141;Air Pack Express;\N;NULL;PCK;AIRPACK EXPRESS;Spain;N
1142;Air Palace;\N;NULL;PCS;AIR PALACE;Mexico;N
1143;Aeropelican Air Services;\N;OT;PEL;PELICAN;Australia;Y
1144;Aerolineas Chihuahua;\N;NULL;PFI;PACIFICO CHIHUAHUA;Mexico;N
1145;Air Cargo Express International;\N;NULL;PFT;PROFREIGHT;United States;N
1146;Al Farana Airline;\N;NULL;PHR;PHARAOH;Egypt;N
1147;Ave.com;\N;NULL;PHW;PHOENIX SHARJAH;United Arab Emirates;N
1148;Air South West;\N;NULL;PIE;PIRATE;United Kingdom;N
1149;Aeroservicios California Pacifico;\N;NULL;PIF;AEROCALPA;Mexico;N
1150;AST Pakistan Airways;\N;NULL;PKA;PAKISTAN AIRWAY;Pakistan;N
1151;Aero Personal;\N;NULL;PNL;AEROPERSONAL;Mexico;N
1152;Aero Servicios Platinum;\N;NULL;PNU;AERO PLATINUM;Mexico;N
1153;Apoyo Aereo;\N;NULL;POY;APOYO AEREO;Mexico;N
1154;Aerotransportes Privados;\N;NULL;PRI;AEROPRIV;Mexico;N
1155;Atlantic Coast Jet;\N;NULL;PRT;PATRIOT;United States;N
1156;Air Paradise International;\N;AD;PRZ;RADISAIR;Indonesia;N
1157;Aeroservicio Sipse;\N;NULL;PSE;SIPSE;Mexico;N
1158;Aeroservicios Corporativos De San Luis;\N;NULL;PSL;CORSAN;Mexico;N
1159;Aerotransportes Privados;\N;NULL;PVA;TRANSPRIVADO;Mexico;N
1160;Aereo Taxi Paraza;\N;NULL;PZA;AEREO PARAZA;Mexico;N
1161;Air Class Lineas Aereas;\N;QD;QCL;ACLA;Uruguay;N
1162;Aviation Consultancy Office;\N;NULL;QEA;NULL;Australia;N
1163;Aero Taxi;\N;NULL;QAT;AIR QUASAR;Canada;N
1164;Aero Taxi Aviation;\N;NULL;QKC;QUAKER CITY;United States;N
1165;Aviation Quebec Labrador;\N;NULL;QLA;QUEBEC LABRADOR;Canada;N
1166;African Safari Airways;\N;QS;QSC;ZEBRA;Kenya;N
1167;Aero Quimmco;\N;NULL;QUI;QUIMMCO;Mexico;N
1168;Alada;\N;NULL;RAD;AIR ALADA;Angola;N
1169;Aerotur-Air;\N;NULL;RAI;DIASA;Kazakhstan;N
1170;Air Center Helicopters;\N;NULL;RAP;RAPTOR;United States;N
1171;Aur Rum Benin;\N;NULL;RBE;RUM BENIN;Benin;N
1172;Aeroserivios Del Bajio;\N;NULL;RBJ;AEROBAJIO;Mexico;N
1173;Airbus France;\N;4Y;RBU;AIRBUS FRANCE;France;N
1174;Air Roberval;\N;NULL;RBV;AIR ROBERVAL;Canada;N
1175;Arubaexel;\N;NULL;RBX;ARUBA;Aruba;N
1176;Air Charters Eelde;\N;NULL;RCC;RACER;Netherlands;N
1177;Aerocer;\N;NULL;RCE;AEROCER;Mexico;N
1178;Aeroflot-Cargo;\N;NULL;RCF;AEROFLOT-CARGO;Russia;N
1179;Air Mobility Command;\N;MC;RCH;REACH;United States;N
1180;Air Cassai;\N;NULL;RCI;AIR CASSAI;Angola;N
1181;Aero Renta De Coahuila;\N;NULL;RCO;AEROCOAHUILA;Mexico;N
1182;Aerocorp;\N;NULL;RCP;AEROCORPSA;Mexico;N
1183;Aerolineas Regionales;\N;NULL;RCQ;REGIONAL CARGO;Mexico;N
1184;Atlantic S.L.;\N;NULL;RCU;AIR COURIER;Spain;N
1185;Air Service Center;\N;NULL;RCX;SERVICE CENTER;Italy;N
1186;Adygeya Airlines;\N;NULL;RDD;ADLINES;Russia;N
1187;Air Ada;\N;NULL;RDM;AIR ADA;Mauritania;N
1188;Aer Arann;\N;RE;REA;AER ARANN;Ireland;Y
1189;Aero-Rent;\N;NULL;REN;AERORENT;Mexico;N
1190;Australian Maritime Safety Authority;\N;NULL;RES;RESCUE;Australia;N
1191;Air Austral;\N;UU;REU;REUNION;France;Y
1192;Aero-Rey;\N;NULL;REY;AEROREY;Mexico;N
1193;Aero Africa;\N;NULL;RFC;AERO AFRICA;Swaziland;N
1194;Aerotransportes Rafilher;\N;NULL;RFD;RAFHILER;Mexico;N
1195;Argo;\N;NULL;RGO;ARGOS;Dominican Republic;N
1196;Airbourne School of Flying;\N;NULL;RGT;AIRGOAT;United Kingdom;N
1197;Air Archipels;\N;NULL;RHL;ARCHIPELS;France;N
1198;Aviation Ministry of the Interior of the Russian Federation;\N;NULL;RIF;INTERMIN AVIA;Russian Federation;N
1199;Aeris Gestion;\N;NULL;RIS;AERIS;Spain;N
1200;Asian Spirit;\N;6K;RIT;ASIAN SPIRIT;Philippines;Y
1201;Aeroservicios Jet;\N;NULL;RJS;ASERJET;Mexico;N
1202;Air Afrique;\N;RK;RKA;AIRAFRIC;Ivory Coast;Y
1203;Airlinair;\N;A5;RLA;AIRLINAIR;France;Y
1204;Air Nelson;\N;NULL;RLK;NULL;New Zealand;N
1205;Air Leone;\N;NULL;RLL;AEROLEONE;Sierra Leone;N
1206;Aero Lanka;\N;QL;RLN;AERO LANKA;Sri Lanka;Y
1207;Air Alize;\N;NULL;RLZ;ALIZE;France;N
1208;Air Amder;\N;NULL;RMD;AIR AMDER;Mauritania;N
1209;Armenian Airlines;\N;NULL;RME;ARMENIAN;Armenia;N
1210;Armenian International Airways;\N;MV;RML;NULL;Armenia;N
1211;Arm-Aero;\N;NULL;RMO;ARM-AERO;Armenia;N
1212;Air Max;\N;NULL;RMX;AEROMAX;Bulgaria;N
1213;Air Salone;\N;20;RNE;AIR SALONE;Sierra Leone;Y
1214;Aeronem Air Cargo;\N;NULL;RNM;AEROMNEM;Ecuador;N
1215;Air Cargo Masters;\N;NULL;RNR;RUNNER;United States;N
1216;Armavia;\N;U8;RNV;ARMAVIA;Armenia;Y
1217;Aeroeste;\N;NULL;ROE;ESTE-BOLIVIA;Bolivia;N
1218;Aero Gen;\N;NULL;ROH;AEROGEN;Mexico;N
1219;Avior Airlines;\N;NULL;ROI;AVIOR;Venezuela;N
1220;Aeroel Airways;\N;NULL;ROL;AEROEL;Israel;N
1221;Aeromar;\N;BQ;ROM;BRAVO QUEBEC;Dominican Republic;N
1222;Aeroitalia;\N;NULL;ROO;AEROITALIA;Italy;N
1223;Aerodan;\N;NULL;ROD;AERODAN;Mexico;N
1224;AeroRep;\N;P5;RPB;AEROREPUBLICA;Colombia;Y
1225;Aerolineas Del Pacifico;\N;NULL;RPC;AEROPACSA;Ecuador;N
1226;Aero Roca;\N;NULL;RRC;AEROROCA;Mexico;N
1227;Aerotransportes Internacionales De Torreon;\N;NULL;RRE;AERO TORREON;Mexico;N
1228;Acvila Air-Romanian Carrier;\N;NULL;RRM;AIR ROMANIA;Romania;N
1229;Aerolineas Ejecutivas Tarascas;\N;NULL;RSC;TARASCAS;Mexico;N
1230;Aero-Service;\N;BF;RSR;CONGOSERV;Republic of the Congo;Y
1231;Aerosur;\N;5L;RSU;AEROSUR;Bolivia;Y
1232;Aeronorte;\N;NULL;RTE;LUZAVIA;Portugal;Y
1233;Artis;\N;NULL;RTH;ARTHELICO;France;N
1234;Arhabaev Tourism Airlines;\N;NULL;RTO;ARTOAIR;Kazakhstan;N
1235;Air Turquoise;\N;NULL;RTQ;TURQUOISE;France;N
1236;Aerotucan;\N;NULL;RTU;AEROTUCAN;Mexico;N
1237;Air Anastasia;\N;NULL;RUD;ANASTASIA;Ukraine;N
1238;Air Rum;\N;NULL;RUM;AIR RUM;Sierra Leone;N
1239;ACT Havayollari;\N;NULL;RUN;CARGO TURK;Turkey;N
1240;Air VIP;\N;NULL;RVP;AEROVIP;Portugal;N
1241;Aircompany Veteran;\N;NULL;RVT;AIR-VET;Armenia;N
1242;Alliance Express Rwanda;\N;NULL;RWB;NULL;Rwanda;N
1243;Arrow Ecuador Arrowec;\N;NULL;RWC;ARROWEC;Ecuador;N
1244;Aerogroup 98 Limited;\N;NULL;RWY;TYNWALD;United Kingdom;N
1245;Aeroxtra;\N;NULL;RXT;AERO-EXTRA;Mexico;N
1246;Express Air Charter;\N;NULL;RXX;REX AIR;Canada;N
1247;Air Whitsunday;\N;NULL;RWS;NULL;Australia;N
1248;Aero Zambia;\N;NULL;RZL;AERO ZAMBIA;Zambia;N
1249;Aero Zano;\N;NULL;RZN;ZANO;Mexico;N
1250;Anoka Air Charter;\N;NULL;RZZ;RED ZONE;United States;N
1251;Aerosaab;\N;NULL;SBH;AEROSAAB;Mexico;N
1252;Associated Aviation;\N;NULL;SCD;ASSOCIATED;Nigeria;N
1253;American Jet International;\N;NULL;SCM;SCREAMER;United States;N
1254;Air Santo Domingo;\N;EX;SDO;AERO DOMINGO;Dominican Republic;N
1255;Aero Sudpacifico;\N;NULL;SDP;SUDPACIFICO;Mexico;N
1256;Aero Servicios Ejecutivas Del Pacifico;\N;NULL;SEF;SERVIPACIFICO;Mexico;N
1257;Aero California;\N;JR;SER;AEROCALIFORNIA;Mexico;N
1258;A-Safar Air Services;\N;NULL;SFM;AIR SAFAR;Nigeria;N
1259;Aerosegovia;\N;NULL;SGV;SEGOVIA;Nicaragua;N
1260;Airshare Holdings;\N;NULL;SHH;AIRSHARE;United Kingdom;N
1261;Aerosiyusa;\N;NULL;SIY;SIYUSA;Mexico;N
1262;Aero Silza;\N;NULL;SIZ;AEROSILZA;Mexico;N
1263;Air San Juan;\N;NULL;SJN;SAN JUAN;United States;N
1264;Aero-North Aviation Services;\N;NULL;SKP;SKIPPER;Canada;N
1265;Aero Sami;\N;NULL;SMI;SAMI;Mexico;N
1266;Avient Aviation;\N;Z3;SMJ;AVAVIA;Zimbabwe;Y
1267;Aerolineas Sol;\N;NULL;SOD;ALSOL;Mexico;N
1268;Air Soleil;\N;NULL;SOE;AIR SOLEIL;Mauritania;N
1269;Aero Soga;\N;NULL;SOG;AEROSOGA;Guinea-Bissau;N
1270;Airspeed Aviation;\N;NULL;SPD;SPEEDLINE;Canada;N
1271;Air Service;\N;M3;SPJ;AIR SKOPJE;Macedonia;N
1272;Aeroservicios Ejecutivos Del Pacifico;\N;NULL;SPO;EJECTUIV PACIFICO;Mexico;N
1273;Asian Aerospace Service;\N;NULL;SPY;THAI SPACE;Thailand;N
1274;Airworld;\N;NULL;SPZ;SPEED SERVICE;South Africa;N
1275;Alsaqer Aviation;\N;NULL;SQR;ALSAQER AVIATION;Libya;N
1276;Air Safaris and Services;\N;NULL;SRI;AIRSAFARI;New Zealand;N
1277;Aero Servicio Corporativo;\N;NULL;SRV;SERVICORP;Mexico;N
1278;Air Sultan;\N;NULL;SSL;SIERRA SULTAN;Sierra Leone;N
1279;Aero 1 Pro-Jet;\N;NULL;SSM;RAPID;Canada;N
1280;Airquarius Air Charter;\N;NULL;SSN;SUNSTREAM;South Africa;N
1281;Aeropac;\N;NULL;STK;SAT PAK;United States;N
1282;Air St. Thomas;\N;NULL;STT;PARADISE;United States;N
1283;Aerolineas Del Sureste;\N;NULL;SUE;AEROSURESTE;Mexico;N
1284;Aerial Surveys (1980) Limited;\N;NULL;SUY;SURVEY;New Zealand;N
1285;Air Slovakia;\N;GM;SVK;SLOVAKIA;Slovakia;N
1286;Adler Aviation;\N;NULL;SWH;SHOCKWAVE;Canada;N
1287;Aircompany Yakutia;\N;R3;SYL;AIR YAKUTIA;Russia;Y
1288;Aerosud Aviation;\N;NULL;SYT;SKYTRACK;South Africa;N
1289;Aeroservicios de La Costa;\N;NULL;TAA;AERO COSTA;Mexico;N
1290;Aeromar;\N;VW;TAO;TRANS-AEROMAR;Mexico;Y
1291;Aerotrebol;\N;NULL;TBL;AEROTREBOL;Mexico;N
1292;Aero Taxi de Los Cabos;\N;NULL;TBO;AERO CABOS;Mexico;N
1293;Air Turks and Caicos;\N;JY;TCI;KERRMONT;Turks and Caicos Islands;N
1294;Aerotranscolombina de Carga;\N;NULL;TCO;TRANSCOLOMBIA;Colombia;N
1295;Air Cargo Express;\N;NULL;TDG;TURBO DOG;United States;N
1296;Atlas Helicopters;\N;NULL;TDT;TRIDENT;United Kingdom;N
1297;Air Today;\N;NULL;TDY;AIR TODAY;United States;N
1298;Aero Servicios Azteca;\N;NULL;TED;AEROAZTECA;Mexico;N
1299;Arkefly;\N;OR;TFL;ARKEFLY;Netherlands;Y
1300;Antair;\N;NULL;TIR;ANTAIR;Mexico;N
1301;Atlantique Air Assistance;\N;NULL;TLB;TRIPLE-A;France;N
1302;Aero Taxi Autlan;\N;NULL;TLD;AEREO AUTLAN;Mexico;N
1303;Aero Util;\N;NULL;TLE;AEROUTIL;Mexico;N
1304;Aero Toluca Internactional;\N;NULL;TLU;AEROTOLUCA;Mexico;N
1305;Aero Taxi del Centro de Mexico;\N;NULL;TME;TAXICENTRO;Mexico;N
1306;Aerotropical;\N;NULL;TOC;TROPICMEX;Mexico;N
1307;Air Tomisko;\N;NULL;TOH;TOMISKO CARGO;Serbia;N
1308;Airlines PNG;\N;CG;TOK;BALUS;Papua New Guinea;Y
1309;Aero Tanala;\N;NULL;TON;AEROTANALA;Mexico;N
1310;Aero Tropical;\N;NULL;TPB;AERO TROPICAL;Angola;N
1311;Air Cal;\N;TY;TPC;AIRCAL;France;N
1312;Air Horizon;\N;NULL;TPK;TCHAD-HORIZON;Chad;N
1313;Aero Taxi del Potosi;\N;NULL;TPO;TAXI-POTOSI;Mexico;N
1314;Aeroturquesa;\N;NULL;TQS;AEROTURQUESA;Mexico;N
1315;Airmark Aviation;\N;NULL;TRH;TRANSTAR;United States;N
1316;AirTran Airways;\N;FL;TRS;CITRUS;United States;Y
1317;Air Transat;\N;TS;TSC;TRANSAT;Canada;Y
1318;airtransse;\N;NULL;TSQ;AIRTRA;Japan;N
1319;Aerolineas Turisticas del Caribe;\N;NULL;TTB;AERO TURISTICAS;Mexico;N
1320;Avcenter;\N;NULL;TTE;TETON;United States;N
1321;Air Tungaru;\N;NULL;TUN;TUNGARU;Kiribati;N
1322;Avialeasing Aviation Company;\N;EC;TWN;TWINARROW;Uzbekistan;Y
1323;Aerotaxis del Noroeste;\N;NULL;TXD;TAXI OESTE;Mexico;N
1324;Aerotaxis Alfe;\N;NULL;TXF;ALFE;Mexico;N
1325;Aereotaxis;\N;NULL;TXI;AEREOTAXIS;Mexico;N
1326;Tyrolean Airways;\N;VO;TYR;TYROLEAN;Austria;Y
1327;Aero Tomza;\N;NULL;TZA;AERO TOMZA;Mexico;N
1328;Air Zambezi;\N;NULL;TZT;ZAMBEZI;Zimbabwe;N
1329;Afra Airlines;\N;NULL;UAG;AFRALINE;Ghana;N
1330;Aerostar Airlines;\N;NULL;UAR;AEROSTAR;Ukraine;N
1331;Air Division of the Eastern Kazakhstan Region;\N;NULL;UCK;GALETA;Kazakhstan;N
1332;Aero-Charter Ukraine;\N;DW;UCR;CHARTER UKRAINE;Ukraine;N
1333;Air LA;\N;NULL;UED;AIR L-A;United States;N
1334;Air Ukraine;\N;6U;UKR;AIR UKRAINE;Ukraine;N
1335;Air Umbria;\N;NULL;UMB;AIR UMBRIA;Italy;N
1336;Atuneros Unidos de California;\N;NULL;UND;ATUNEROS UNIDOS;Mexico;N
1337;Aeroclub Flaps;\N;NULL;FLP;AEROCLUB FLAPS;Spain;N
1338;Aerolineas Galapagos (Aerogal);\N;2K;GLG;AEROGAL;Ecuador;Y
1339;Air Castle Corporation / Global Airways;\N;NULL;GLB;GLO-AIR;United States;N
1340;Alrosa Mirny Air Enterprise;\N;6R;DRU;MIRNY;Russia;Y
1341;Bearing Supplies Limited;\N;NULL;PVO;PROVOST;United Kingdom;N
1342;Balkan Agro Aviation;\N;NULL;BAA;BALKAN AGRO;Bulgaria;N
1343;Bahrain Air BSC (Closed);\N;NULL;BAB;AWAL;Bahrain;N
1344;BAC Leasing Limited;\N;NULL;BAC; ;United Kingdom;N
1345;BAE Systems;\N;NULL;BAE;FELIX;United Kingdom;N
1346;Belgian Air Force;\N;NULL;BAF;BELGIAN AIRFORCE;Belgium;N
1347;Baker Aviation;\N;8Q;BAJ;BAKER AVIATION;United States;N
1348;Blackhawk Airways;\N;NULL;BAK;BLACKHAWK;United States;N
1349;Britannia Airways;\N;NULL;BAL;BRITANNIA;United Kingdom;N
1350;Business Air Services;\N;NULL;BAM;BUSINESS AIR;Canada;N
1351;British Antarctic Survey;\N;NULL;BAN;PENGUIN;United Kingdom;N
1352;Bradly Air (Charter) Services;\N;NULL;BAR;BRADLEY;Canada;N
1353;Bissau Airlines;\N;NULL;BAU;AIR BISSAU;Guinea-Bissau;N
1354;Bay Aviation Ltd;\N;NULL;BAV;BAY AIR;Bangladesh;N
1355;British Airways;\N;BA;BAW;SPEEDBIRD;United Kingdom;Y
1356;Best Aero Handling Ltd;\N;NULL;BAX;NULL;Russia;N
1357;Bayon Airlines;\N;NULL;BAY;BAYON;Cambodia;N
1358;Bannert Air;\N;NULL;BBA;BANAIR;Austria;N
1359;Biman Bangladesh Airlines;\N;BG;BBC;BANGLADESH;Bangladesh;Y
1360;Bluebird Cargo;\N;BF;BBD;BLUE CARGO;Iceland;N
1361;Beibars CJSC;\N;NULL;BBS;BEIBARS;Kazakhstan;N
1362;Bravo Airlines;\N;NULL;BBV;BRAVO EUROPE;Spain;N
1363;Blue Bird Aviation;\N;NULL;BBZ;COBRA;Kenya;N
1364;BACH Flugbetriebsges;\N;B4;BCF;BACH;Austria;N
1365;Blue Islands;\N;NULL;BCI;BLUE ISLAND;United Kingdom;N
1366;British Caribbean Airways;\N;NULL;BCL;NULL;United Kingdom;N
1367;British Charter;\N;NULL;BCR;BACKER;United Kingdom;N
1368;BCT Aviation;\N;NULL;BCT;BOBCAT;United Kingdom;N
1369;Business Aviation Center;\N;NULL;BCV;BUSINESS AVIATION;Ukraine;N
1370;Blue Dart Aviation;\N;BZ;BDA;BLUE DART;India;N
1371;B&H Airlines;\N;JA;BON;Air Bosna;Bosnia and Herzegovina;N
1372;Bissau Discovery Flying Club;\N;NULL;BDF;BISSAU DISCOVERY;Guinea-Bissau;N
1373;Belgian Army;\N;NULL;AYB;BELGIAN ARMY;Belgium;N
1374;Badr Airlines;\N;NULL;BDR;BADR AIR;Sudan;N
1375;Best Aviation Ltd;\N;NULL;BEA;BEST AIR;Bangladesh;N
1376;Belgorod Aviation Enterprise;\N;NULL;BED;BELOGORYE;Russia;N
1377;Bar Harbor Airlines;\N;NULL;AJC;BAR HARBOR;United States;N
1378;Balear Express;\N;NULL;BEF;BALEAR EXPRESS;Spain;N
1379;Bel Air Helicopters;\N;NULL;BEH;BLUECOPTER;Denmark;N
1380;Berkut Air;\N;NULL;BEK;BERKUT;Kazakhstan;N
1381;BETA - Brazilian Express Transportes Aereos;\N;NULL;BET;BETA CARGO;Brazil;N
1382;Basler Flight Service;\N;NULL;BFC;BASLER;United States;N
1383;Bear Flight;\N;NULL;BFG;BEARFLIGHT;Sweden;N
1384;Buffalo Airways;\N;J4;BFL;BUFFALO;Canada;N
1385;Bombardier;\N;NULL;BFO;BOMBARDIER;Canada;N
1386;Burkina Airlines;\N;NULL;BFR;BURKLINES;Burkina Faso;N
1387;Business Flight Sweden;\N;NULL;BFS;BUSINESS FLIGHT;Sweden;N
1388;Bahrain Defence Force;\N;NULL;BFW;SUMMAN;Bahrain;N
1389;BH Air;\N;NULL;BGH;BALKAN HOLIDAYS;Bulgaria;N
1390;British Gulf International;\N;NULL;BGI;BRITISH GULF;S;N
1391;British Gulf International-Fez;\N;NULL;BGK;GULF INTER;Kyrgyzstan;N
1392;Benin Golf Air;\N;A8;BGL;BENIN GOLF;Benin;N
1393;Bugulma Air Enterprise;\N;NULL;BGM;BUGAVIA;Russia;N
1394;Budget Air Bangladesh;\N;NULL;BGR;BUDGET AIR;Bangladesh;N
1395;Bergen Air Transport;\N;NULL;BGT;BERGEN AIR;Norway;N
1396;Buddha Air;\N;NULL;BHA;BUDDHA AIR;Nepal;N
1397;Balkh Airlines;\N;NULL;BHI;SHARIF;Afghanistan;N
1398;Bristow Helicopters;\N;NULL;BHL;BRISTOW;United Kingdom;N
1399;Bristow Helicopters Nigeria;\N;NULL;BHN;BRISTOW HELICOPTERS;Nigeria;N
1400;Bhoja Airlines;\N;NULL;BHO;BHOJA;Pakistan;N
1401;Belair Airlines;\N;4T;BHP;BELAIR;Switzerland;Y
1402;Bighorn Airways;\N;NULL;BHR;BIGHORN AIR;United States;N
1403;Bahamasair;\N;UP;BHS;BAHAMAS;Bahamas;Y
1404;Bright Air;\N;NULL;BHT;BRIGHTAIR;Netherlands;N
1405;Bringer Air Cargo Taxi Aereo;\N;E6;NULL;NULL;Brazil;N
1406;Balkan Bulgarian Airlines;\N;LZ;NULL;NULL;NULL;Y
1407;BA Connect;\N;TH;NULL;NULL;United Kingdom;N
1408;Bosphorus European Airways;\N;NULL;BHY;BOSPHORUS;Turkey;N
1409;Binair;\N;NULL;BID;BINAIR;Germany;N
1410;Big Island Air;\N;NULL;BIG;BIG ISLE;United States;N
1411;British International Helicopters;\N;BS;BIH;BRINTEL;United Kingdom;Y
1412;Billund Air Center;\N;NULL;BIL;BILAIR;Denmark;N
1413;Boise Interagency Fire Center;\N;NULL;BIN;BISON-AIR;United States;N
1414;Bird Leasing;\N;NULL;BIR;BIRD AIR;United States;N
1415;Bizjet Ltd;\N;NULL;BIZ;BIZZ;United Kingdom;N
1416;Baja Air;\N;NULL;BJA;BAJA AIR;Mexico;N
1417;Baltic Jet Aircompany;\N;NULL;BJC;BALTIC JET;Latvia;N
1418;Business Jet Solutions;\N;NULL;BJS;SOLUTION;United States;N
1419;Bankair;\N;B4;BKA;BANKAIR;United States;N
1420;BF-Lento OY;\N;NULL;BKF;BAKERFLIGHT;Finland;Y
1421;Barken International;\N;NULL;BKJ;BARKEN JET;United States;N
1422;Bangkok Airways;\N;PG;BKP;BANGKOK AIR;Thailand;Y
1423;Bukovyna;\N;NULL;BKV;BUKOVYNA;Ukraine;N
1424;Blue Bird Aviation;\N;NULL;BLB;BLUEBIRD SUDAN;Sudan;N
1425;Bellesavia;\N;NULL;BLC;BELLESAVIA;Belarus;N
1426;Blue Line;\N;NULL;BLE;BLUE BERRY;France;N
1427;Blue1;\N;KF;BLF;BLUEFIN;Finland;Y
1428;Belgavia;\N;NULL;BLG;BELGAVIA;Belgium;N
1429;Blue Horizon Travel Club;\N;NULL;BLH;BLUE HORIZON;United States;N
1430;Blue Jet;\N;NULL;BLJ;BLUEWAY;Spain;N
1431;Baltic Airlines;\N;NULL;BLL;BALTIC AIRLINES;Russia;Y
1432;Blue Airways;\N;NULL;BLM;BLUE ARMENIA;Armenia;N
1433;Bali International Air Service;\N;NULL;BLN;BIAR;Indonesia;N
1434;Bearskin Lake Air Service;\N;JV;BLS;BEARSKIN;Canada;Y
1435;Baltic Aviation;\N;NULL;BLT;BALTAIR;United States;N
1436;Bellview Airlines;\N;B3;BLV;BELLVIEW AIRLINES;Nigeria;Y
1437;bmi;bmi British Midland;BD;BMA;MIDLAND;United Kingdom;Y
1438;British Medical Charter;\N;NULL;BMD;BRITISH MEDICAL;United Kingdom;N
1439;Briggs Marine Environmental Services;\N;NULL;BME;BRIGGS;United Kingdom;N
1440;Bristow Masayu Helicopters;\N;NULL;BMH;MASAYU;Indonesia;N
1441;bmibaby;\N;WW;BMI;BABY;United Kingdom;Y
1442;Bemidji Airlines;\N;CH;BMJ;BEMIDJI;United States;Y
1443;Bismillah Airlines;\N;5Z;BML;BISMILLAH;Bangladesh;N
1444;Bowman Aviation;\N;NULL;BMN;BOWMAN;United States;N
1445;British Midland Regional;\N;NULL;BMR;NULL;United Kingdom;Y
1446;BMW;\N;NULL;BMW;BMW-FLIGHT;Germany;N
1447;Banco de Mexico;\N;NULL;BMX;BANXICO;Mexico;N
1448;Bond Offshore Helicopters;\N;NULL;BND;BOND;United Kingdom;N
1449;Benina Air;\N;NULL;BNE;BENINA AIR;Libya;N
1450;BN Group Limited;\N;NULL;BNG;VECTIS;United Kingdom;N
1451;Blue Nile Ethiopia Trading;\N;NULL;BNL;NILE TRADING;Ethiopia;N
1452;Bonair Aviation;\N;NULL;BNR;BONAIR;Canada;N
1453;Bancstar - Valley National Corporation;\N;NULL;BNS;BANCSTAR;United States;N
1454;Bentiu Air Transport;\N;NULL;BNT;BENTIU AIR;Sudan;N
1455;Benane Aviation Corporation;\N;NULL;BNV;BENANE;Mauritania;N
1456;British North West Airlines;\N;NULL;BNW;BRITISH NORTH;United Kingdom;N
1457;Boniair;\N;NULL;BOA;KUMANOVO;Macedonia;N
1458;Bond Air Services;\N;NULL;BOD;UGABOND;Uganda;N
1459;Boeing;\N;NULL;BOE;BOEING;United States;N
1460;Bordaire;\N;NULL;BOF;BORDAIR;Canada;N
1461;Bookajet Limited;\N;NULL;BOO;BOOKAJET;United Kingdom;N
1462;Bouraq Indonesia Airlines;\N;BO;BOU;BOURAQ;Indonesia;N
1463;Blue Panorama Airlines;\N;BV;BPA;BLUE PANOROMA;Italy;Y
1464;Berkhut ZK;\N;NULL;BPK;VENERA;Kazakhstan;N
1465;Bundepolizei-Fliegertruppe;\N;NULL;BPO;PIROL;Germany;N
1466;Budapest Aircraft Services/Manx2;\N;NULL;BPS;BASE;Hungary;Y
1467;Bonus Aviation;\N;NULL;BPT;BONUS;United Kingdom;N
1468;British Petroleum Exploration;\N;NULL;BPX;NULL;Colombia;N
1469;BRA-Transportes Aereos;\N;7R;BRB;BRA-TRANSPAEREOS;Brazil;N
1470;Brock Air Services;\N;NULL;BRD;BROCK AIR;Canada;N
1471;Breeze Ltd;\N;NULL;BRE;AVIABREEZE;Ukraine;N
1472;Bering Air;\N;8E;BRG;BERING AIR;United States;Y
1473;Briansk State Air Enterprise;\N;NULL;BRK;BRIANSK-AVIA;Russia;N
1474;Branson Airlines;\N;NULL;BRN;BRANSON;United States;N
1475;BASE Regional Airlines;\N;NULL;BRO;COASTRIDER;Netherlands;N
1476;Brazilian Air Force;\N;NULL;BRS;BRAZILIAN AIR FORCE;Brazil;Y
1477;British Regional Airlines;\N;NULL;BRT;BRITISH;United Kingdom;N
1478;Belavia Belarusian Airlines;\N;B2;BRU;BELARUS AVIA;Belarus;Y
1479;Bravo Air Congo;\N;K6;BRV;BRAVO;Democratic Republic of the Congo;N
1480;Bright Aviation Services;\N;NULL;BRW;BRIGHT SERVICES;Bulgaria;N
1481;Braniff International Airways;\N;BN;BNF;Braniff;United States;N
1482;Buffalo Express Airlines;\N;NULL;BRX;BUFF EXPRESS;United States;N
1483;Burundayavia;\N;NULL;BRY;BURAIR;Kazakhstan;N
1484;Bistair - Fez;\N;NULL;BSC;BIG SHOT;Kyrgyzstan;N
1485;Blue Star Airlines;\N;NULL;BSD;AIRLINES STAR;Mexico;N
1486;Brasair Transportes Aereos;\N;NULL;BSI;BRASAIR;Brazil;N
1487;Blue Swann Aviation;\N;NULL;BSJ;BLUE SWANN;United Kingdom;N
1488;Blue Sky Aviation;\N;NULL;BSM;NULL;Lebanon;N
1489;Bissau Aero Transporte;\N;NULL;BSS;BISSAU AIRSYSTEM;Guinea-Bissau;N
1490;Best Air;\N;NULL;BST;TUNCA;Turkey;N
1491;Blue Sky Airways;\N;NULL;BSW;SKY BLUE;Czech Republic;N
1492;Big Sky Airlines;\N;GQ;BSY;BIG SKY;United States;N
1493;BAL Bashkirian Airlines;\N;V9;BTC;BASHKIRIAN;Russia;N
1494;Baltijas Helicopters;\N;NULL;BTH;BALTIJAS HELICOPTERS;Latvia;N
1495;Baltyka;\N;NULL;BTK;BALTYKA;Ukraine;N
